80D4F6 20 30 D5    JSR $D530     [80D530] A:0E01 X:0000 Y:0002 S:0133 D:0E68 DB:86 nvMXdizC V:251 H:109 F:36
				83BA8E AA          TAX                    A:12A8 X:1268 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H: 35 F:36
				83BA8F C9 28 14    CMP #$1428             A:12A8 X:12A8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H: 38 F:36
				83BA92 90 98       BCC $0098     [83BA2C] A:12A8 X:12A8 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H: 43 F:36
				83BA2C E2 20       SEP #$20               A:12A8 X:12A8 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H: 47 F:36
				83BA2E BD 00 00    LDA $0000,X   [8612A8] A:12A8 X:12A8 Y:0002 S:012A D:0E68 DB:86 NvMxdizc V:253 H: 52 F:36
				83BA31 F0 54       BEQ $0054     [83BA87] A:1200 X:12A8 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H: 60 F:36
				83BA87 C2 20       REP #$20               A:1200 X:12A8 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H: 64 F:36
				83BA89 8A          TXA                    A:1200 X:12A8 Y:0002 S:012A D:0E68 DB:86 nvmxdiZc V:253 H: 69 F:36
				83BA8A 18          CLC                    A:12A8 X:12A8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H: 72 F:36
				83BA8B 69 40 00    ADC #$0040             A:12A8 X:12A8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H: 75 F:36
				83BA8E AA          TAX                    A:12E8 X:12A8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H: 79 F:36
				83BA8F C9 28 14    CMP #$1428             A:12E8 X:12E8 Y:0002 S:012A D:0E68 DB:86 nvmxdizc V:253 H: 82 F:36
				83BA92 90 98       BCC $0098     [83BA2C] A:12E8 X:12E8 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H: 87 F:36
				83BA2C E2 20       SEP #$20               A:12E8 X:12E8 Y:0002 S:012A D:0E68 DB:86 Nvmxdizc V:253 H: 91 F:36
				83BA2E BD 00 00    LDA $0000,X   [8612E8] A:12E8 X:12E8 Y:0002 S:012A D:0E68 DB:86 NvMxdizc V:253 H: 96 F:36
				83BA31 F0 54       BEQ $0054     [83BA87] A:1200 X:12E8 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H:104 F:36
				83BA87 C2 20       REP #$20               A:1200 X:12E8 Y:0002 S:012A D:0E68 DB:86 nvMxdiZc V:253 H:108 F:36
				83BA89 8A          TXA                    A:1200 X:12E8 Y:0002 S:012A D:0E68 DB:86 nvmxdiZc V:253 H:113 F:36
